"","topic","gamma","id"
"3076",11,0.8625,23020
"3077",11,0.99788,23027
"3078",1,0.59351,23031
"3079",6,0.62185,23035
"3080",7,0.80505,23036
"3081",7,0.83202,23037
"3082",1,0.50069,23038
"3083",6,0.55684,23042
"3084",8,0.99501,23080
"3085",10,0.99896,23092
"3086",5,0.56277,23099
"3087",7,0.37561,23109
"3088",11,0.65984,23111
"3089",8,0.88692,23112
"3090",4,0.99675,23130
"3091",2,0.51679,23134
"3092",7,0.76581,23137
"3093",10,0.43876,23139
"3094",4,0.92105,23140
"3095",8,0.99672,23153
"3096",2,0.42621,23157
"3097",4,0.88421,23159
"3098",4,0.90474,23182
"3099",8,0.99845,23188
"3100",9,0.32218,23190
"3101",4,0.99396,23197
"3102",8,0.99616,23198
"3103",8,0.99854,23205
"3104",6,0.86697,23217
"3105",6,0.99836,23218
"3106",10,0.56139,23221
"3107",4,0.95397,23233
"3108",4,0.99791,23238
"3109",4,0.80081,23242
"3110",9,0.35012,23246
"3111",9,0.6186,23251
"3112",1,0.69323,23254
"3113",3,0.95059,23257
"3114",4,0.99895,23278
"3115",4,0.91697,23280
"3116",12,0.88251,23285
"3117",12,0.70535,23292
"3118",6,0.58164,23293
"3119",11,0.81605,23294
"3120",3,0.8511,23316
"3121",6,0.99675,23320
"3122",4,0.99829,23321
"3123",4,0.99779,23324
"3124",7,0.85814,23333
"3125",3,0.7115,23341
"3126",10,0.97426,23359
"3127",10,0.49782,23366
"3128",11,0.84252,23373
"3129",1,0.7522,23384
"3130",10,0.91918,23391
"3131",10,0.95438,23396
"3132",9,0.76781,23401
"3133",3,0.99601,23404
"3134",3,0.7736,23405
"3135",4,0.99886,23410
"3136",1,0.8065,23411
"3137",3,0.78399,23413
"3138",12,0.81715,23417
"3139",11,0.61601,23426
"3140",6,0.83894,23429
"3141",6,0.91439,23438
"3142",6,0.99788,23440
"3143",7,0.54226,23443
"3144",4,0.9767,23453
"3145",12,0.92613,23459
"3146",6,0.74284,23469
"3147",8,0.99718,23492
"3148",12,0.99739,23499
"3149",3,0.6871,23503
"3150",6,0.73043,23516
"3151",5,0.59961,23521
"3152",10,0.95698,23532
"3153",6,0.56919,23551
"3154",4,0.73233,23552
"3155",1,0.99887,23554
"3156",2,0.68744,23561
"3157",11,0.87092,23575
"3158",2,0.32167,23588
"3159",2,0.90435,23590
"3160",4,0.78242,23594
"3161",10,0.7173,23614
"3162",12,0.82977,23617
"3163",4,0.50346,23630
"3164",4,0.87876,23636
"3165",9,0.70768,23642
"3166",9,0.42318,23648
"3167",11,0.51347,23651
"3168",9,0.6175,23654
"3169",9,0.83893,23665
"3170",12,0.36504,23671
"3171",12,0.99854,23672
"3172",7,0.99804,23686
"3173",9,0.88897,23694
"3174",12,0.57493,23707
"3175",12,0.54627,23716
"3176",4,0.62893,23718
"3177",4,0.50133,23720
"3178",10,0.7689,23724
"3179",11,0.93079,23735
"3180",6,0.64805,23741
"3181",11,0.62067,23751
"3182",12,0.9965,23753
"3183",6,0.97097,23763
"3184",8,0.62862,23768
"3185",5,0.55403,23773
"3186",2,0.99886,23785
"3187",9,0.83844,23792
"3188",2,0.88106,23795
"3189",10,0.74529,23796
"3190",4,0.5444,23799
"3191",9,0.63868,23811
"3192",9,0.3762,23814
"3193",4,0.89167,23818
"3194",6,0.60523,23834
"3195",4,0.9508,23844
"3196",10,0.87206,23846
"3197",8,0.99798,23847
"3198",8,0.9985,23854
"3199",4,0.99864,23856
"3200",6,0.48563,23857
"3201",11,0.60739,23875
"3202",6,0.76742,23907
"3203",12,0.85959,23939
"3204",2,0.95391,23940
"3205",3,0.8657,23942
"3206",6,0.74867,23949
"3207",11,0.95115,23956
"3208",6,0.87393,23963
"3209",7,0.89568,23969
"3210",4,0.83972,24003
"3211",9,0.64615,24005
"3212",10,0.51646,24015
"3213",4,0.58769,24018
"3214",4,0.82664,24019
"3215",4,0.88689,24020
"3216",9,0.7513,24028
"3217",1,0.56008,24035
"3218",6,0.99616,24042
"3219",12,0.99439,24049
"3220",3,0.82043,24050
"3221",5,0.66732,24060
"3222",8,0.99959,24078
"3223",7,0.87472,24084
"3224",9,0.87081,24092
"3225",7,0.62856,24093
"3226",9,0.7914,24107
"3227",2,0.32473,24116
"3228",8,0.99778,24117
"3229",2,0.42773,24138
"3230",4,0.99638,24154
"3231",6,0.99801,24160
"3232",4,0.96386,24184
"3233",4,0.78107,24188
"3234",12,0.65288,24189
"3235",4,0.69691,24191
"3236",2,0.54573,24201
"3237",3,0.7758,24202
"3238",5,0.65226,24212
"3239",9,0.62936,24218
"3240",4,0.8156,24225
"3241",4,0.99596,24226
"3242",4,0.86158,24267
"3243",6,0.41016,24269
"3244",4,0.87384,24284
"3245",8,0.99843,24290
"3246",12,0.89025,24296
"3247",8,0.93801,24300
"3248",8,0.99119,24313
"3249",3,0.84477,24316
"3250",4,0.81904,24328
"3251",4,0.7585,24331
"3252",1,0.2946,24333
"3253",2,0.55165,24341
"3254",2,0.65873,24349
"3255",9,0.55798,24353
"3256",4,0.93985,24362
"3257",8,0.99947,24366
"3258",8,0.52385,24367
"3259",4,0.81272,24395
"3260",4,0.81186,24397
"3261",11,0.99544,24408
"3262",11,0.89856,24413
"3263",11,0.95463,24414
"3264",11,0.99903,24415
"3265",9,0.90079,24424
"3266",8,0.99638,24428
"3267",9,0.99794,24437
"3268",1,0.90595,24439
"3269",3,0.4449,24444
"3270",3,0.97033,24446
"3271",3,0.99792,24460
"3272",4,0.83514,24468
"3273",5,0.20378,24486
"3274",11,0.5371,24500
"3275",11,0.99781,24507
"3276",6,0.99763,24526
"3277",11,0.9979,24529
"3278",4,0.8796,24541
"3279",10,0.72571,24546
"3280",4,0.53222,24550
"3281",9,0.76236,24562
"3282",5,0.40848,24591
"3283",11,0.72998,24602
"3284",8,0.99785,24610
"3285",8,0.91604,24612
"3286",2,0.72047,24618
"3287",6,0.97535,24633
"3288",4,0.9021,24647
"3289",4,0.89235,24649
"3290",11,0.87497,24657
"3291",11,0.96914,24660
"3292",1,0.866,24665
"3293",8,0.81934,24674
"3294",11,0.99918,24676
"3295",2,0.80781,24679
"3296",9,0.99302,24680
"3297",9,0.93081,24691
"3298",9,0.77399,24692
"3299",4,0.5016,24695
"3300",7,0.70752,24697
"3301",9,0.99803,24723
"3302",4,0.69709,24738
"3303",4,0.94047,24741
"3304",4,0.62699,24748
"3305",10,0.78534,24750
"3306",4,0.76249,24762
"3307",2,0.57673,24764
"3308",1,0.76671,24766
"3309",12,0.78543,24772
"3310",12,0.6096,24774
"3311",3,0.74944,24777
"3312",7,0.55892,24783
"3313",8,0.99171,24800
"3314",6,0.65325,24802
"3315",8,0.99884,24803
"3316",5,0.76932,24805
"3317",6,0.62976,24807
"3318",11,0.68302,24812
"3319",6,0.61043,24820
"3320",11,0.61556,24827
"3321",4,0.82475,24829
"3322",11,0.63121,24842
"3323",10,0.62697,24849
"3324",6,0.9586,24855
"3325",9,0.67196,24863
"3326",8,0.99002,24872
"3327",4,0.89127,24875
"3328",4,0.86621,24877
"3329",8,0.99867,24889
"3330",8,0.99836,24892
"3331",4,0.99881,24900
"3332",6,0.86694,24904
"3333",11,0.37693,24923
"3334",2,0.66919,24926
"3335",2,0.3244,24927
"3336",9,0.66816,24930
"3337",3,0.43441,24941
"3338",6,0.98271,24942
"3339",4,0.71627,24943
"3340",4,0.60784,24945
"3341",5,0.41495,24946
"3342",8,0.99766,24973
"3343",4,0.92227,24984
"3344",2,0.6402,24986
"3345",3,0.57326,25004
"3346",4,0.99688,25018
"3347",1,0.97976,25021
"3348",12,0.37608,25024
"3349",10,0.81047,25032
"3350",7,0.87699,25045
"3351",6,0.56408,25048
"3352",6,0.76607,25055
"3353",2,0.60423,25057
"3354",9,0.39937,25060
"3355",8,0.99898,25069
"3356",12,0.89287,25075
"3357",10,0.3512,25078
"3358",6,0.94101,25099
"3359",4,0.49854,25104
"3360",4,0.74642,25120
"3361",4,0.57346,25126
"3362",4,0.85234,25140
"3363",10,0.69769,25143
"3364",8,0.55825,25144
"3365",4,0.99854,25145
"3366",2,0.50673,25161
"3367",12,0.73809,25163
"3368",6,0.8153,25165
"3369",6,0.99638,25171
"3370",7,0.74758,25174
"3371",2,0.51904,25199
"3372",7,0.99901,25208
"3373",12,0.58692,25212
"3374",11,0.55264,25218
"3375",4,0.53705,25234
"3376",7,0.61831,25238
"3377",3,0.59598,25245
"3378",4,0.44942,25247
"3379",5,0.83586,25251
"3380",8,0.8762,25263
"3381",8,0.99672,25265
"3382",4,0.86312,25267
"3383",7,0.56123,25280
"3384",6,0.88609,25285
"3385",4,0.53652,25295
"3386",6,0.84085,25297
"3387",6,0.49818,25301
"3388",12,0.61596,25305
"3389",12,0.95952,25309
"3390",9,0.78154,25318
"3391",9,0.66471,25321
"3392",8,0.99458,25324
"3393",8,0.97341,25331
"3394",8,0.99878,25334
"3395",6,0.49421,25339
"3396",4,0.38015,25348
"3397",1,0.81293,25349
"3398",9,0.46475,25352
"3399",8,0.99836,25359
"3400",10,0.58068,25362
"3401",7,0.82641,25370
"3402",2,0.58643,25384
"3403",8,0.80464,25385
"3404",5,0.78814,25393
"3405",1,0.44847,25394
"3406",4,0.99795,25401
"3407",11,0.92509,25412
"3408",2,0.76453,25438
"3409",12,0.99625,25445
"3410",9,0.99557,25449
"3411",4,0.5758,25459
"3412",2,0.91233,25462
"3413",4,0.81001,25465
"3414",9,0.88548,25491
"3415",3,0.62273,25495
"3416",7,0.89967,25500
"3417",7,0.9578,25506
"3418",9,0.59514,25520
"3419",6,0.58312,25521
"3420",3,0.4799,25531
"3421",7,0.64646,25546
"3422",9,0.63888,25548
"3423",1,0.68631,25552
"3424",3,0.95774,25556
"3425",6,0.87953,25565
"3426",10,0.49811,25577
"3427",11,0.55973,25596
"3428",12,0.99906,25598
"3429",11,0.67165,25601
"3430",12,0.8661,25605
"3431",12,0.96215,25608
"3432",3,0.57262,25610
"3433",7,0.36818,25611
"3434",8,0.78206,25612
"3435",6,0.99654,25617
"3436",6,0.87867,25624
"3437",4,0.71551,25627
"3438",11,0.99739,25629
"3439",12,0.67292,25667
"3440",7,0.87491,25687
"3441",4,0.63069,25703
"3442",4,0.63605,25712
"3443",4,0.99847,25713
"3444",5,0.98164,25717
"3445",11,0.99852,25719
"3446",11,0.99837,25723
"3447",2,0.70961,25726
"3448",6,0.70775,25750
"3449",12,0.86998,25768
"3450",4,0.93397,25769
"3451",6,0.99634,25779
"3452",11,0.70365,25780
"3453",9,0.73731,25781
"3454",6,0.70655,25804
"3455",6,0.89461,25815
"3456",11,0.76392,25822
"3457",8,0.99646,25837
"3458",11,0.91966,25847
"3459",8,0.99775,25853
"3460",8,0.9987,25857
"3461",3,0.89772,25870
"3462",1,0.43896,25871
"3463",11,0.68243,25880
"3464",4,0.665,25884
"3465",9,0.99759,25898
"3466",2,0.40774,25902
"3467",11,0.99842,25922
"3468",4,0.50553,25923
"3469",12,0.99501,25932
"3470",11,0.98991,25938
"3471",12,0.44427,25941
"3472",8,0.99791,25945
"3473",3,0.37151,25961
"3474",11,0.4341,25977
"3475",6,0.81697,25990
"3476",8,0.69925,25991
"3477",8,0.99844,25993
"3478",10,0.32477,25996
"3479",11,0.81756,26001
"3480",5,0.838,26002
"3481",10,0.90327,26021
"3482",2,0.50083,26023
"3483",3,0.99794,26051
"3484",10,0.99799,26064
"3485",7,0.99925,26067
"3486",2,0.72962,26068
"3487",7,0.99878,26088
"3488",1,0.44866,26098
"3489",10,0.92776,26100
"3490",5,0.67834,26118
"3491",4,0.73368,26130
"3492",4,0.99826,26134
"3493",4,0.83055,26138
"3494",6,0.99842,26148
"3495",1,0.61758,26166
"3496",11,0.90353,26167
"3497",12,0.61423,26169
"3498",4,0.8752,26175
"3499",8,0.99813,26190
"3500",4,0.62277,26192
"3501",4,0.58409,26204
"3502",11,0.85703,26206
"3503",4,0.87419,26207
"3504",11,0.99858,26208
"3505",12,0.8356,26213
"3506",1,0.80306,26224
"3507",8,0.99752,26259
"3508",6,0.99713,26261
"3509",6,0.99728,26262
"3510",4,0.71821,26274
"3511",11,0.76448,26277
"3512",11,0.49056,26286
"3513",11,0.94715,26293
"3514",4,0.58102,26299
"3515",12,0.45644,26302
"3516",6,0.99691,26309
"3517",6,0.99708,26316
"3518",3,0.37576,26322
"3519",11,0.5194,26336
"3520",8,0.99796,26341
"3521",6,0.82365,26359
"3522",11,0.72129,26380
"3523",11,0.99852,26385
"3524",11,0.90988,26388
"3525",4,0.99792,26401
"3526",11,0.86133,26408
"3527",8,0.99484,26414
"3528",11,0.98957,26416
"3529",4,0.7853,26446
"3530",4,0.58165,26462
"3531",6,0.99809,26466
"3532",11,0.9021,26475
"3533",6,0.9965,26477
"3534",6,0.98122,26484
"3535",6,0.99711,26485
"3536",8,0.52164,26503
"3537",3,0.59972,26509
"3538",11,0.35272,26516
"3539",8,0.99629,26518
"3540",8,0.99675,26520
"3541",4,0.99867,26525
"3542",4,0.99124,26531
"3543",12,0.88783,26532
"3544",5,0.67396,26533
"3545",2,0.75481,26536
"3546",5,0.48702,26540
"3547",8,0.72182,26554
"3548",3,0.57795,26561
"3549",4,0.81781,26564
"3550",4,0.99839,26575
"3551",9,0.5894,26586
"3552",3,0.59016,26592
"3553",5,0.63829,26597
"3554",3,0.96171,26598
"3555",7,0.67289,26599
"3556",11,0.70352,26618
"3557",4,0.98429,26628
"3558",4,0.92741,26642
"3559",8,0.80758,26653
"3560",5,0.99868,26661
"3561",4,0.99852,26665
"3562",11,0.99748,26670
"3563",1,0.60298,26681
"3564",6,0.97982,26683
"3565",4,0.84301,26689
"3566",4,0.67877,26700
"3567",7,0.62247,26708
"3568",3,0.37374,26710
"3569",4,0.95136,26724
"3570",3,0.5021,26737
"3571",4,0.40409,26738
"3572",7,0.61059,26743
"3573",1,0.50119,26752
"3574",4,0.99778,26766
"3575",6,0.76792,26787
"3576",9,0.99746,26791
"3577",7,0.61744,26794
"3578",8,0.97205,26797
"3579",9,0.99823,26812
"3580",3,0.85245,26814
"3581",8,0.99253,26829
"3582",12,0.60238,26830
"3583",5,0.57299,26844
"3584",11,0.94192,26847
"3585",6,0.9982,26848
"3586",9,0.5627,26863
"3587",3,0.49364,26876
"3588",8,0.9983,26881
"3589",4,0.7211,26893
"3590",3,0.70835,26895
"3591",11,0.94091,26899
"3592",4,0.99759,26902
"3593",12,0.74415,26907
"3594",11,0.51813,26916
"3595",4,0.87251,26942
"3596",4,0.90227,26955
"3597",6,0.88948,26957
"3598",6,0.97319,26972
"3599",4,0.9807,26991
"3600",9,0.7312,26996
"3601",1,0.99907,27004
"3602",9,0.89204,27009
"3603",3,0.62002,27012
"3604",4,0.86605,27039
"3605",11,0.99826,27040
"3606",1,0.56175,27049
"3607",8,0.90799,27067
"3608",11,0.88834,27084
"3609",1,0.99739,27094
"3610",10,0.8477,27104
"3611",6,0.84923,27115
"3612",11,0.76777,27117
"3613",3,0.42048,27123
"3614",4,0.88845,27125
"3615",4,0.90298,27146
"3616",2,0.9467,27147
"3617",7,0.99876,27177
"3618",1,0.94966,27178
"3619",11,0.9595,27185
"3620",1,0.99852,27199
"3621",6,0.99688,27201
"3622",3,0.68432,27209
"3623",3,0.6617,27213
"3624",4,0.5875,27232
"3625",12,0.44066,27234
"3626",3,0.82391,27264
"3627",11,0.85331,27265
"3628",4,0.88189,27267
"3629",9,0.89524,27278
"3630",4,0.62578,27283
"3631",5,0.99782,27290
"3632",1,0.48314,27304
"3633",4,0.74157,27319
"3634",1,0.50768,27325
"3635",4,0.46704,27326
"3636",12,0.90142,27334
"3637",8,0.93064,27343
"3638",11,0.75289,27348
"3639",4,0.83225,27350
"3640",3,0.40244,27353
"3641",1,0.67655,27358
"3642",11,0.58374,27363
"3643",10,0.62632,27369
"3644",4,0.60333,27385
"3645",11,0.59634,27392
"3646",10,0.46072,27402
"3647",6,0.99957,27430
"3648",8,0.44955,27455
"3649",11,0.79757,27456
"3650",11,0.87861,27460
"3651",11,0.99726,27467
"3652",1,0.74397,27483
"3653",2,0.41592,27486
"3654",4,0.97489,27490
"3655",8,0.9822,27496
"3656",4,0.49171,27505
"3657",4,0.9986,27511
"3658",4,0.64626,27518
"3659",12,0.9209,27520
"3660",9,0.75999,27523
"3661",5,0.55456,27531
"3662",9,0.99253,27533
"3663",12,0.58946,27534
"3664",6,0.94852,27547
"3665",6,0.99891,27548
"3666",11,0.75426,27551
"3667",6,0.54908,27554
"3668",11,0.99493,27556
"3669",8,0.9571,27560
"3670",4,0.79246,27575
"3671",4,0.58154,27600
"3672",9,0.5365,27607
"3673",8,0.81512,27623
"3674",11,0.54575,27631
"3675",12,0.74426,27634
"3676",11,0.67161,27659
"3677",11,0.87668,27661
"3678",12,0.80356,27665
"3679",12,0.99708,27680
"3680",3,0.89955,27703
"3681",5,0.99843,27719
"3682",12,0.97799,27725
"3683",6,0.97962,27728
"3684",4,0.99713,27738
"3685",1,0.82562,27748
"3686",11,0.78561,27749
"3687",8,0.99737,27750
"3688",4,0.998,27753
"3689",1,0.62463,27759
"3690",2,0.49329,27764
"3691",9,0.43349,27772
"3692",12,0.58016,27777
"3693",7,0.61772,27782
"3694",3,0.51222,27786
"3695",2,0.94416,27804
"3696",11,0.9989,27807
"3697",10,0.48872,27811
"3698",4,0.97985,27815
"3699",3,0.74699,27817
"3700",1,0.35657,27832
"3701",7,0.88307,27840
"3702",11,0.99854,27857
"3703",4,0.72421,27863
"3704",8,0.79593,27875
"3705",8,0.98275,27876
"3706",5,0.99943,27879
"3707",7,0.9975,27893
"3708",6,0.99523,27897
"3709",6,0.86952,27913
"3710",1,0.52634,27938
"3711",4,0.68845,27948
"3712",6,0.57853,27950
"3713",10,0.42867,27960
"3714",4,0.78113,27962
"3715",10,0.601,27976
"3716",6,0.78113,27983
"3717",4,0.64459,27984
"3718",4,0.61953,27986
"3719",4,0.99911,27992
"3720",5,0.7635,28000
"3721",11,0.96472,28004
"3722",5,0.7347,28008
"3723",4,0.52726,28016
"3724",7,0.60512,28022
"3725",10,0.52486,28023
"3726",4,0.92907,28049
"3727",6,0.56527,28053
"3728",9,0.91954,28055
"3729",5,0.99844,28057
"3730",4,0.99826,28058
"3731",6,0.7027,28062
"3732",6,0.65657,28065
"3733",10,0.51239,28073
"3734",5,0.33215,28081
"3735",8,0.77007,28091
"3736",8,0.97264,28096
"3737",12,0.48548,28116
"3738",7,0.99941,28118
"3739",8,0.85395,28121
"3740",3,0.60875,28123
"3741",11,0.40242,28153
"3742",4,0.5379,28156
"3743",4,0.88345,28170
"3744",4,0.92783,28174
"3745",5,0.47656,28176
"3746",11,0.99785,28184
"3747",8,0.84985,28190
"3748",6,0.94997,28206
"3749",4,0.97462,28219
"3750",2,0.54684,28232
"3751",4,0.99661,28247
"3752",12,0.99746,28252
"3753",6,0.97502,28260
"3754",4,0.99814,28264
"3755",4,0.91591,28265
"3756",4,0.9334,28272
"3757",7,0.84011,28287
"3758",6,0.84016,28293
"3759",6,0.88583,28295
"3760",6,0.99711,28299
"3761",3,0.58505,28303
"3762",7,0.54421,28304
"3763",4,0.9459,28315
"3764",3,0.67767,28321
"3765",11,0.95607,28326
"3766",11,0.97013,28335
"3767",8,0.99965,28341
"3768",11,0.65454,28346
"3769",11,0.42607,28349
"3770",6,0.42464,28363
"3771",4,0.82229,28364
"3772",4,0.99795,28367
"3773",6,0.80762,28374
"3774",4,0.96683,28391
"3775",11,0.92828,28392
"3776",11,0.57462,28394
"3777",6,0.99779,28404
"3778",4,0.8281,28408
"3779",4,0.5047,28419
"3780",4,0.96374,28421
"3781",2,0.57068,28432
"3782",11,0.99501,28438
"3783",7,0.87128,28447
"3784",4,0.78202,28448
"3785",3,0.37823,28462
"3786",4,0.7294,28481
"3787",4,0.79113,28484
"3788",4,0.99718,28491
"3789",6,0.66895,28510
"3790",4,0.74781,28527
"3791",9,0.43767,28536
"3792",4,0.79387,28541
"3793",4,0.95575,28542
"3794",4,0.99428,28544
"3795",12,0.99844,28560
"3796",11,0.99766,28561
"3797",8,0.86858,28564
"3798",1,0.76727,28565
"3799",4,0.99733,28569
"3800",4,0.90774,28571
"3801",4,0.98818,28575
"3802",11,0.99782,28584
"3803",9,0.9965,28594
"3804",4,0.70459,28612
"3805",11,0.58555,28632
"3806",1,0.84229,28646
"3807",5,0.81959,28652
"3808",4,0.99949,28685
"3809",4,0.99755,28698
"3810",4,0.72419,28699
"3811",4,0.89699,28708
"3812",4,0.99788,28709
"3813",2,0.99697,28712
"3814",4,0.99806,28723
"3815",4,0.88872,28727
"3816",4,0.94902,28728
"3817",4,0.54214,28739
"3818",4,0.99902,28740
"3819",4,0.99842,28742
"3820",4,0.94821,28748
"3821",4,0.93499,28751
"3822",4,0.99153,28752
"3823",4,0.92315,28766
"3824",4,0.99838,28769
"3825",4,0.99925,28776
"3826",4,0.54704,28785
"3827",3,0.42629,28786
"3828",4,0.9958,28800
"3829",4,0.99735,28813
"3830",4,0.9985,28825
"3831",4,0.46563,28829
"3832",10,0.8758,28847
"3833",4,0.70919,28864
"3834",4,0.7933,28865
"3835",4,0.98493,28867
"3836",8,0.99853,28872
"3837",8,0.99825,28882
"3838",4,0.99728,28900
"3839",4,0.99654,28908
"3840",4,0.99787,28918
"3841",4,0.99703,28935
"3842",4,0.99784,28937
"3843",9,0.62928,28941
"3844",11,0.87484,28960
"3845",4,0.99801,28975
"3846",4,0.89779,28980
"3847",3,0.73298,28985
"3848",4,0.97441,29002
"3849",4,0.71577,29006
"3850",4,0.99788,29019
"3851",8,0.99708,29027
"3852",4,0.99763,29030
"3853",6,0.54726,29033
"3854",4,0.96694,29034
"3855",4,0.99879,29036
"3856",8,0.99919,29039
"3857",4,0.99824,29043
"3858",3,0.71735,29052
"3859",6,0.61187,29062
"3860",6,0.77494,29084
"3861",4,0.55756,29085
"3862",4,0.99836,29088
"3863",4,0.96021,29101
"3864",8,0.47102,29121
"3865",4,0.81846,29122
"3866",10,0.87422,29132
"3867",4,0.75644,29151
"3868",7,0.54062,29153
"3869",4,0.51678,29173
"3870",6,0.96793,29182
"3871",6,0.94206,29188
"3872",6,0.98205,29190
"3873",7,0.71989,29220
"3874",4,0.99748,29222
"3875",6,0.55197,29248
"3876",4,0.84313,29263
"3877",4,0.96668,29275
"3878",4,0.34361,29284
"3879",6,0.54974,29290
"3880",5,0.8345,29291
"3881",4,0.71354,29296
"3882",4,0.99763,29303
"3883",4,0.77562,29305
"3884",2,0.61214,29308
"3885",4,0.85475,29309
"3886",4,0.79122,29320
"3887",7,0.86992,29322
"3888",4,0.99885,29326
"3889",4,0.99933,29343
"3890",3,0.79957,29355
"3891",10,0.6502,29365
"3892",11,0.47781,29366
"3893",10,0.70504,29369
"3894",4,0.99915,29391
"3895",7,0.37839,29400
"3896",4,0.37135,29404
"3897",9,0.9975,29406
"3898",4,0.99837,29411
"3899",3,0.37329,29415
"3900",9,0.50058,29421
"3901",10,0.99874,29426
"3902",7,0.64528,29430
"3903",6,0.41513,29440
"3904",1,0.44573,29452
"3905",4,0.89438,29458
"3906",4,0.35997,29460
"3907",8,0.9965,29464
"3908",10,0.57015,29465
"3909",2,0.91483,29466
"3910",3,0.55665,29476
"3911",4,0.94108,29497
"3912",11,0.99964,29500
"3913",4,0.88763,29506
"3914",12,0.46235,29511
"3915",11,0.9289,29513
"3916",8,0.9241,29523
"3917",10,0.79436,29525
"3918",6,0.4698,29526
"3919",3,0.36548,29530
"3920",2,0.85983,29542
"3921",3,0.96725,29570
"3922",4,0.83295,29577
"3923",4,0.99904,29595
"3924",1,0.68485,29598
"3925",12,0.99779,29601
"3926",4,0.94414,29618
"3927",8,0.99921,29645
"3928",12,0.91558,29652
"3929",12,0.82754,29670
"3930",4,0.99811,29680
"3931",8,0.99781,29684
"3932",4,0.99488,29686
"3933",3,0.99759,29689
"3934",7,0.50535,29690
"3935",5,0.86547,29715
"3936",8,0.85024,29717
"3937",11,0.99105,29718
"3938",4,0.52441,29722
"3939",4,0.9958,29724
"3940",8,0.99837,29737
"3941",12,0.50049,29775
"3942",5,0.68019,29776
"3943",1,0.76409,29777
"3944",9,0.86214,29784
"3945",8,0.99827,29790
"3946",1,0.53177,29791
"3947",1,0.64787,29800
"3948",4,0.51404,29818
"3949",7,0.73975,29822
"3950",9,0.69389,29825
"3951",3,0.55275,29835
"3952",2,0.57778,29843
"3953",11,0.37298,29844
"3954",10,0.99867,29855
"3955",4,0.95462,29866
"3956",11,0.82999,29884
"3957",6,0.99775,29891
"3958",6,0.99899,29897
"3959",6,0.86723,29899
"3960",1,0.42734,29910
"3961",7,0.99923,29915
"3962",3,0.40479,29917
"3963",5,0.85356,29925
"3964",3,0.63409,29933
"3965",12,0.95128,29938
"3966",4,0.78213,29939
"3967",1,0.45995,29944
"3968",12,0.33915,29950
"3969",8,0.75981,29952
"3970",4,0.50194,29957
"3971",4,0.99901,29963
"3972",1,0.96931,29969
"3973",11,0.85976,29973
"3974",9,0.99508,29978
"3975",9,0.54182,29983
"3976",12,0.98827,29987
"3977",11,0.90947,29991
"3978",7,0.54315,30005
"3979",1,0.67755,30007
"3980",1,0.79409,30009
"3981",7,0.81425,30029
"3982",8,0.54032,30037
"3983",6,0.9589,30066
"3984",12,0.96428,30067
"3985",1,0.43643,30076
"3986",12,0.99798,30080
"3987",3,0.99332,30086
"3988",4,0.55315,30103
"3989",5,0.99842,30108
"3990",3,0.80749,30121
"3991",6,0.48875,30130
"3992",6,0.59626,30132
"3993",6,0.99804,30134
"3994",4,0.96364,30145
"3995",9,0.43963,30155
"3996",11,0.86559,30157
"3997",12,0.67892,30158
"3998",1,0.46555,30161
"3999",3,0.8371,30173
"4000",8,0.99685,30192
"4001",6,0.94971,30215
"4002",12,0.99752,30216
"4003",11,0.8568,30219
"4004",12,0.58304,30226
"4005",10,0.9984,30260
"4006",5,0.78511,30261
"4007",7,0.99895,30262
"4008",6,0.9167,30286
"4009",2,0.57221,30296
"4010",12,0.59642,30299
"4011",4,0.87657,30332
"4012",6,0.55376,30347
"4013",12,0.8424,30351
"4014",8,0.99196,30354
"4015",10,0.96793,30372
"4016",10,0.58335,30378
"4017",5,0.70846,30379
"4018",3,0.7841,30382
"4019",7,0.79365,30385
"4020",4,0.99881,30389
"4021",8,0.63785,30393
"4022",7,0.97364,30394
"4023",9,0.85986,30402
"4024",9,0.9962,30403
"4025",6,0.86517,30412
"4026",8,0.76744,30418
"4027",9,0.46549,30428
"4028",11,0.6783,30438
"4029",4,0.5017,30446
"4030",2,0.67811,30458
"4031",6,0.68502,30462
"4032",8,0.95118,30468
"4033",3,0.6968,30469
"4034",4,0.9983,30485
"4035",4,0.88468,30491
"4036",6,0.4459,30492
"4037",6,0.75615,30493
"4038",2,0.42989,30508
"4039",2,0.74134,30509
"4040",6,0.99022,30560
"4041",4,0.99317,30563
"4042",8,0.8181,30566
"4043",5,0.50042,30570
"4044",7,0.63914,30572
"4045",7,0.74745,30579
"4046",4,0.31478,30586
"4047",8,0.96061,30620
"4048",8,0.998,30627
"4049",4,0.99716,30629
"4050",4,0.73877,30631
"4051",8,0.93119,30633
"4052",4,0.9862,30644
"4053",4,0.99919,30667
"4054",3,0.92021,30671
"4055",4,0.99862,30687
"4056",3,0.79438,30692
"4057",7,0.63452,30706
"4058",12,0.99781,30709
"4059",2,0.4318,30721
"4060",3,0.61233,30737
"4061",1,0.49543,30752
"4062",11,0.58554,30764
"4063",5,0.95329,30777
"4064",6,0.89053,30786
"4065",12,0.74273,30789
"4066",8,0.9953,30807
"4067",12,0.6439,30809
"4068",12,0.99448,30810
"4069",2,0.5842,30812
"4070",10,0.79947,30817
"4071",12,0.99759,30828
"4072",12,0.88412,30843
"4073",12,0.94474,30845
"4074",12,0.99735,30851
