"","topic","gamma","id"
"1077",11,0.99904,8177
"1078",2,0.53183,8180
"1079",4,0.45063,8186
"1080",8,0.95993,8202
"1081",9,0.79629,8241
"1082",11,0.92387,8245
"1083",11,0.93985,8246
"1084",3,0.89856,8249
"1085",2,0.99931,8253
"1086",8,0.99919,8256
"1087",12,0.81939,8285
"1088",8,0.81189,8294
"1089",5,0.99878,8304
"1090",5,0.98503,8305
"1091",11,0.99332,8314
"1092",10,0.51705,8316
"1093",4,0.8262,8317
"1094",3,0.90236,8320
"1095",3,0.48148,8322
"1096",6,0.99629,8332
"1097",12,0.99926,8334
"1098",4,0.9986,8340
"1099",10,0.99713,8343
"1100",1,0.53007,8356
"1101",2,0.67001,8360
"1102",2,0.99906,8371
"1103",2,0.40225,8377
"1104",11,0.79226,8379
"1105",1,0.44689,8380
"1106",11,0.99792,8402
"1107",4,0.99795,8406
"1108",6,0.67998,8411
"1109",7,0.80039,8416
"1110",1,0.99853,8417
"1111",2,0.64128,8420
"1112",4,0.75087,8429
"1113",2,0.57609,8430
"1114",8,0.99806,8434
"1115",8,0.88165,8447
"1116",3,0.99943,8453
"1117",1,0.93393,8456
"1118",8,0.99346,8466
"1119",6,0.6033,8467
"1120",4,0.99611,8479
"1121",3,0.61804,8489
"1122",4,0.82515,8500
"1123",4,0.99901,8505
"1124",4,0.80903,8510
"1125",2,0.9097,8529
"1126",4,0.99775,8532
"1127",2,0.49162,8541
"1128",10,0.5484,8544
"1129",6,0.99909,8548
"1130",5,0.87818,8555
"1131",4,0.99885,8558
"1132",7,0.57544,8561
"1133",6,0.99957,8568
"1134",4,0.90144,8569
"1135",4,0.91052,8574
"1136",7,0.60452,8581
"1137",8,0.88264,8587
"1138",12,0.73958,8610
"1139",11,0.99869,8614
"1140",6,0.82538,8646
"1141",3,0.75931,8666
"1142",6,0.98851,8683
"1143",8,0.95231,8692
"1144",8,0.98643,8693
"1145",8,0.99887,8694
"1146",11,0.53309,8695
"1147",4,0.76317,8701
"1148",2,0.51632,8713
"1149",2,0.3007,8724
"1150",11,0.53167,8738
"1151",12,0.6557,8742
"1152",9,0.86709,8748
"1153",12,0.82507,8771
"1154",8,0.99253,8780
"1155",9,0.99821,8807
"1156",8,0.99913,8808
"1157",8,0.99638,8809
"1158",6,0.44035,8814
"1159",8,0.997,8833
"1160",8,0.50883,8835
"1161",4,0.76059,8858
"1162",8,0.99806,8860
"1163",5,0.68958,8881
"1164",7,0.99886,8890
"1165",10,0.59091,8892
"1166",8,0.9988,8912
"1167",8,0.977,8916
"1168",4,0.73137,8917
"1169",3,0.79915,8931
"1170",4,0.57596,8935
"1171",4,0.98825,8942
"1172",4,0.66838,8945
"1173",11,0.62603,8947
"1174",2,0.85182,8952
"1175",2,0.87504,8953
"1176",10,0.63695,8954
"1177",2,0.77176,8956
"1178",2,0.9349,8957
"1179",4,0.99855,8964
"1180",8,0.5819,8969
"1181",2,0.96711,8972
"1182",11,0.84393,9003
"1183",11,0.77501,9006
"1184",8,0.98247,9009
"1185",1,0.80525,9016
"1186",7,0.32049,9017
"1187",12,0.99654,9029
"1188",8,0.9991,9033
"1189",12,0.80957,9037
"1190",6,0.4615,9044
"1191",12,0.75439,9047
"1192",4,0.74368,9076
"1193",9,0.99782,9077
"1194",11,0.71629,9079
"1195",9,0.61509,9084
"1196",12,0.79185,9087
"1197",4,0.99799,9094
"1198",8,0.44028,9103
"1199",2,0.7663,9109
"1200",4,0.97163,9139
"1201",9,0.40719,9147
"1202",8,0.99634,9151
"1203",3,0.99872,9157
"1204",10,0.99905,9168
"1205",8,0.9986,9175
"1206",4,0.59388,9183
"1207",4,0.99832,9190
"1208",4,0.7331,9192
"1209",12,0.48589,9197
"1210",1,0.71853,9203
"1211",4,0.99879,9221
"1212",1,0.86391,9223
"1213",4,0.94416,9225
"1214",3,0.71858,9231
"1215",4,0.99889,9233
"1216",4,0.81139,9234
"1217",2,0.57599,9239
"1218",7,0.61721,9244
"1219",10,0.84327,9256
"1220",8,0.95759,9263
"1221",8,0.99782,9265
"1222",8,0.99902,9276
"1223",8,0.99766,9278
"1224",4,0.92005,9288
"1225",3,0.99768,9291
"1226",10,0.56023,9303
"1227",6,0.84849,9306
"1228",5,0.69975,9309
"1229",3,0.53721,9332
"1230",6,0.40536,9344
"1231",4,0.48533,9352
"1232",9,0.98193,9354
"1233",8,0.96637,9359
"1234",4,0.46529,9364
"1235",10,0.72978,9376
"1236",7,0.736,9387
"1237",8,0.99914,9401
"1238",12,0.79142,9409
"1239",7,0.99874,9411
"1240",6,0.99741,9415
"1241",7,0.9985,9418
"1242",1,0.63729,9428
"1243",1,0.52781,9457
"1244",6,0.99665,9462
"1245",6,0.99787,9477
"1246",9,0.56323,9483
"1247",12,0.85332,9486
"1248",10,0.40225,9511
"1249",3,0.6619,9519
"1250",8,0.99508,9522
"1251",4,0.73484,9535
"1252",5,0.79764,9537
"1253",10,0.56499,9539
"1254",8,0.45481,9550
"1255",8,0.74506,9553
"1256",6,0.99861,9564
"1257",2,0.56324,9575
"1258",12,0.52463,9593
"1259",3,0.6865,9597
"1260",12,0.99863,9605
"1261",8,0.96991,9637
"1262",6,0.53646,9649
"1263",8,0.702,9658
"1264",4,0.71211,9677
"1265",4,0.76057,9684
"1266",9,0.42269,9692
"1267",12,0.76137,9693
"1268",2,0.67978,9695
"1269",12,0.51306,9697
"1270",6,0.99586,9699
"1271",6,0.84821,9714
"1272",11,0.63866,9715
"1273",4,0.34165,9716
"1274",12,0.76691,9755
"1275",8,0.99829,9771
"1276",12,0.47358,9792
"1277",11,0.55393,9795
"1278",4,0.99784,9809
"1279",8,0.79433,9811
"1280",2,0.99947,9820
"1281",3,0.29706,9838
"1282",11,0.99508,9845
"1283",9,0.99302,9846
"1284",12,0.50166,9847
"1285",4,0.74419,9853
"1286",2,0.81144,9859
"1287",7,0.99372,9864
"1288",7,0.54379,9867
"1289",7,0.67571,9878
"1290",10,0.55296,9887
"1291",2,0.64285,9895
"1292",12,0.76804,9898
"1293",9,0.99665,9918
"1294",12,0.93242,9925
"1295",9,0.66196,9928
"1296",11,0.85731,9929
"1297",9,0.91697,9938
"1298",4,0.92364,9950
"1299",11,0.91066,9964
"1300",9,0.79427,9966
"1301",2,0.44357,9970
"1302",5,0.42121,9981
"1303",4,0.75984,9992
"1304",5,0.74692,9996
"1305",9,0.65978,10002
"1306",6,0.62886,10018
"1307",6,0.99753,10022
"1308",7,0.61162,10026
"1309",6,0.99484,10036
"1310",9,0.6439,10040
"1311",12,0.68165,10051
"1312",7,0.85059,10053
"1313",1,0.46422,10056
"1314",2,0.58319,10057
"1315",6,0.58577,10071
"1316",4,0.90336,10094
"1317",4,0.78512,10110
"1318",4,0.80715,10112
"1319",10,0.4217,10114
"1320",11,0.99675,10121
"1321",8,0.99721,10133
"1322",6,0.44821,10136
"1323",3,0.69514,10137
"1324",6,0.46482,10144
"1325",4,0.50177,10147
"1326",6,0.99848,10157
"1327",6,0.99723,10160
"1328",12,0.54978,10166
"1329",9,0.63069,10182
"1330",9,0.91449,10193
"1331",8,0.52874,10196
"1332",10,0.57639,10201
"1333",6,0.75164,10212
"1334",7,0.51404,10220
"1335",11,0.99705,10229
"1336",1,0.99965,10232
"1337",12,0.99892,10243
"1338",11,0.66416,10277
"1339",8,0.77007,10281
"1340",12,0.99896,10284
"1341",12,0.73151,10287
"1342",12,0.99779,10297
"1343",4,0.75147,10304
"1344",8,0.99739,10321
"1345",9,0.51267,10333
"1346",3,0.99646,10335
"1347",6,0.97794,10337
"1348",6,0.55386,10346
"1349",12,0.87307,10351
"1350",4,0.542,10352
"1351",4,0.7445,10353
"1352",4,0.73677,10354
"1353",4,0.99785,10370
"1354",4,0.76866,10374
"1355",6,0.5527,10380
"1356",6,0.86714,10390
"1357",6,0.93015,10393
"1358",8,0.9994,10399
"1359",10,0.35729,10411
"1360",2,0.99849,10412
"1361",11,0.99813,10424
"1362",6,0.88434,10426
"1363",5,0.99813,10428
"1364",8,0.96733,10432
"1365",6,0.34992,10434
"1366",10,0.53943,10444
"1367",6,0.90688,10447
"1368",12,0.54542,10453
"1369",6,0.57379,10458
"1370",4,0.77177,10466
"1371",8,0.99711,10472
"1372",5,0.77685,10484
"1373",9,0.99601,10494
"1374",10,0.74775,10510
"1375",8,0.80099,10521
"1376",6,0.99856,10524
"1377",6,0.93033,10528
"1378",5,0.66718,10537
"1379",4,0.79706,10551
"1380",4,0.72394,10563
"1381",4,0.53347,10568
"1382",3,0.85802,10573
"1383",3,0.28885,10582
"1384",6,0.35502,10608
"1385",4,0.42191,10622
"1386",4,0.79282,10629
"1387",4,0.91999,10645
"1388",6,0.47844,10649
"1389",9,0.36602,10654
"1390",5,0.99654,10659
"1391",4,0.88454,10661
"1392",6,0.64484,10674
"1393",5,0.84175,10682
"1394",6,0.99779,10684
"1395",6,0.53161,10686
"1396",6,0.78646,10687
"1397",6,0.57524,10688
"1398",6,0.76566,10690
"1399",6,0.9975,10692
"1400",7,0.99844,10710
"1401",8,0.64563,10718
"1402",2,0.96534,10720
"1403",4,0.81541,10722
"1404",4,0.95019,10724
"1405",4,0.9463,10726
"1406",3,0.75218,10727
"1407",12,0.68754,10731
"1408",5,0.52785,10733
"1409",3,0.60906,10736
"1410",7,0.67673,10742
"1411",2,0.9792,10754
"1412",4,0.81719,10761
"1413",4,0.66371,10762
"1414",3,0.6542,10777
"1415",4,0.99907,10779
"1416",11,0.68821,10781
"1417",9,0.92693,10799
"1418",12,0.59448,10801
"1419",6,0.95429,10802
"1420",3,0.99934,10803
"1421",4,0.73318,10815
"1422",4,0.99733,10816
"1423",4,0.9987,10826
"1424",11,0.9981,10852
"1425",4,0.8077,10853
"1426",3,0.82739,10858
"1427",4,0.30708,10861
"1428",3,0.7766,10867
"1429",11,0.99873,10874
"1430",6,0.34594,10884
"1431",11,0.99616,10889
"1432",4,0.99893,10891
"1433",5,0.74119,10902
"1434",9,0.39587,10909
"1435",12,0.81108,10914
"1436",10,0.80679,10925
"1437",4,0.43708,10935
"1438",12,0.65789,10945
"1439",12,0.45499,10947
"1440",11,0.85487,10965
"1441",8,0.81262,10980
"1442",12,0.5811,10990
"1443",3,0.81632,10998
"1444",7,0.78807,11001
"1445",6,0.99501,11007
"1446",1,0.39781,11013
"1447",12,0.88512,11019
"1448",11,0.66981,11024
"1449",11,0.99849,11028
"1450",11,0.99824,11032
"1451",6,0.99601,11038
"1452",4,0.76977,11048
"1453",12,0.59164,11051
"1454",12,0.84627,11053
"1455",9,0.94318,11057
"1456",6,0.99893,11072
"1457",4,0.86591,11075
"1458",12,0.96549,11079
"1459",7,0.30152,11087
"1460",8,0.91502,11093
"1461",8,0.56978,11106
"1462",10,0.92783,11112
"1463",11,0.87647,11130
"1464",3,0.9251,11134
"1465",1,0.32145,11141
"1466",6,0.59822,11151
"1467",8,0.99921,11152
"1468",11,0.99835,11157
"1469",3,0.78936,11158
"1470",12,0.50659,11172
"1471",11,0.71027,11183
"1472",6,0.96164,11187
"1473",2,0.77938,11194
"1474",5,0.91052,11196
"1475",11,0.51886,11201
"1476",5,0.61383,11215
"1477",12,0.55749,11230
"1478",1,0.75769,11232
"1479",7,0.77116,11248
"1480",1,0.45426,11256
"1481",8,0.99809,11266
"1482",2,0.73519,11267
"1483",2,0.7996,11269
"1484",10,0.80647,11271
"1485",2,0.36126,11274
"1486",11,0.76133,11276
"1487",5,0.95888,11288
"1488",4,0.99516,11291
"1489",4,0.95055,11304
"1490",8,0.87448,11306
"1491",2,0.64054,11337
"1492",9,0.92058,11345
"1493",8,0.997,11353
"1494",10,0.78222,11366
"1495",8,0.99792,11369
"1496",7,0.8967,11376
"1497",12,0.99563,11396
"1498",12,0.97573,11397
"1499",6,0.4809,11403
"1500",8,0.99668,11411
"1501",8,0.99591,11414
"1502",8,0.99826,11423
"1503",7,0.99929,11426
"1504",1,0.71604,11432
"1505",2,0.51556,11434
"1506",12,0.8685,11439
"1507",4,0.99629,11444
"1508",8,0.99782,11448
"1509",11,0.99829,11461
"1510",4,0.99917,11491
"1511",2,0.96259,11508
"1512",9,0.46199,11512
"1513",4,0.7376,11515
"1514",2,0.99825,11516
"1515",5,0.44591,11520
"1516",4,0.51469,11542
"1517",6,0.69332,11549
"1518",12,0.96733,11554
"1519",1,0.99947,11555
"1520",8,0.88063,11557
"1521",8,0.94011,11567
"1522",4,0.68433,11578
"1523",3,0.34681,11582
"1524",3,0.90363,11587
"1525",3,0.99759,11588
"1526",11,0.80812,11601
"1527",12,0.7229,11603
"1528",3,0.85378,11608
"1529",10,0.60067,11609
"1530",4,0.99826,11615
"1531",3,0.66674,11630
"1532",4,0.99782,11633
"1533",4,0.99691,11635
"1534",12,0.77418,11638
"1535",10,0.99596,11646
"1536",5,0.64396,11647
"1537",6,0.99703,11664
"1538",6,0.94146,11672
"1539",6,0.99346,11680
"1540",3,0.4147,11691
"1541",12,0.8977,11698
"1542",1,0.84072,11706
"1543",6,0.88437,11732
"1544",8,0.95933,11737
"1545",6,0.99768,11738
"1546",6,0.99791,11746
"1547",3,0.51997,11748
"1548",7,0.63823,11750
"1549",1,0.43424,11756
"1550",1,0.51726,11757
"1551",3,0.99799,11774
"1552",5,0.63604,11780
"1553",10,0.8604,11782
"1554",10,0.88146,11783
"1555",10,0.50907,11788
"1556",2,0.62093,11790
"1557",8,0.99878,11793
"1558",9,0.52018,11797
"1559",9,0.54924,11798
"1560",11,0.70623,11824
"1561",9,0.93192,11826
"1562",10,0.9993,11836
"1563",7,0.92411,11845
"1564",5,0.41284,11857
"1565",3,0.99879,11864
"1566",2,0.78268,11868
"1567",8,0.9205,11874
"1568",8,0.99601,11885
"1569",4,0.95113,11894
"1570",4,0.99784,11895
"1571",2,0.74861,11898
"1572",4,0.56022,11901
"1573",8,0.84223,11909
"1574",8,0.82128,11910
"1575",4,0.68156,11917
"1576",8,0.93257,11918
"1577",9,0.59357,11927
"1578",11,0.99293,11937
"1579",4,0.99661,11941
"1580",6,0.99563,11945
"1581",7,0.4201,11954
"1582",3,0.99836,11955
"1583",12,0.91678,11960
"1584",12,0.53617,11962
"1585",4,0.88698,11980
"1586",6,0.657,11984
"1587",3,0.4389,11985
"1588",3,0.9645,11992
"1589",11,0.96975,11997
"1590",11,0.68916,12001
"1591",2,0.68191,12009
"1592",6,0.99906,12016
"1593",3,0.99915,12017
"1594",11,0.99912,12039
"1595",2,0.65738,12046
"1596",9,0.99773,12067
"1597",6,0.99746,12070
"1598",7,0.99744,12071
"1599",6,0.99791,12072
"1600",6,0.99771,12074
"1601",7,0.41547,12084
"1602",3,0.69668,12087
"1603",1,0.99926,12088
"1604",2,0.70007,12098
"1605",7,0.97004,12110
"1606",8,0.99787,12114
"1607",12,0.59558,12118
"1608",9,0.6784,12131
"1609",11,0.8729,12137
"1610",8,0.50672,12158
"1611",3,0.93211,12174
"1612",6,0.90638,12182
"1613",4,0.69097,12188
"1614",1,0.41946,12205
"1615",1,0.53464,12222
"1616",6,0.94235,12240
"1617",3,0.7371,12242
"1618",3,0.57187,12246
"1619",8,0.78688,12255
"1620",3,0.89007,12268
"1621",9,0.60543,12270
"1622",5,0.99785,12279
"1623",3,0.82121,12286
"1624",12,0.9449,12290
"1625",2,0.63135,12292
"1626",9,0.6397,12294
"1627",6,0.97162,12316
"1628",4,0.96152,12333
"1629",11,0.99665,12346
"1630",12,0.74708,12354
"1631",9,0.71831,12355
"1632",8,0.46436,12357
"1633",12,0.99861,12371
"1634",6,0.75512,12381
"1635",12,0.463,12391
"1636",6,0.76205,12393
"1637",9,0.50171,12400
"1638",4,0.43412,12401
"1639",12,0.90493,12402
"1640",9,0.92223,12403
"1641",12,0.99642,12416
"1642",2,0.67933,12432
"1643",12,0.99826,12433
"1644",9,0.99665,12444
"1645",8,0.99866,12451
"1646",1,0.87218,12454
"1647",3,0.555,12463
"1648",2,0.88454,12467
"1649",9,0.72734,12468
"1650",7,0.72891,12486
"1651",3,0.99936,12490
"1652",9,0.55547,12498
"1653",3,0.62408,12500
"1654",8,0.99817,12515
"1655",4,0.63364,12520
"1656",11,0.97932,12545
"1657",6,0.99493,12547
"1658",12,0.52583,12556
"1659",9,0.81921,12563
"1660",11,0.99359,12591
"1661",11,0.66873,12597
"1662",8,0.63672,12602
"1663",2,0.58722,12603
"1664",9,0.78451,12623
"1665",5,0.6451,12634
"1666",6,0.74925,12654
"1667",9,0.99625,12660
"1668",4,0.86322,12671
"1669",6,0.92996,12677
"1670",2,0.79171,12686
"1671",2,0.96108,12693
"1672",9,0.35964,12694
"1673",5,0.99883,12701
"1674",6,0.9973,12707
"1675",8,0.29077,12733
"1676",7,0.37748,12744
"1677",8,0.72671,12748
"1678",12,0.70615,12765
"1679",7,0.45798,12774
"1680",8,0.99476,12776
"1681",7,0.99791,12783
"1682",2,0.83604,12784
"1683",11,0.7246,12819
"1684",9,0.7959,12833
"1685",3,0.53695,12846
"1686",4,0.8638,12847
"1687",4,0.91837,12850
"1688",12,0.94694,12854
"1689",4,0.98649,12862
"1690",8,0.51318,12871
"1691",8,0.53026,12882
"1692",9,0.62704,12892
"1693",8,0.45553,12904
"1694",12,0.82451,12907
"1695",4,0.99845,12909
"1696",2,0.54042,12912
"1697",3,0.52028,12916
"1698",9,0.71024,12920
"1699",9,0.97579,12924
"1700",8,0.59451,12931
"1701",6,0.51703,12937
"1702",8,0.75212,12939
"1703",8,0.99544,12942
"1704",4,0.93446,12964
"1705",3,0.74722,12971
"1706",9,0.64376,12974
"1707",8,0.99726,12977
"1708",1,0.89827,12978
"1709",3,0.99574,12986
"1710",6,0.99665,12991
"1711",9,0.71413,12994
"1712",7,0.96564,12996
"1713",6,0.997,13009
"1714",11,0.74943,13015
"1715",4,0.73355,13028
"1716",4,0.99672,13031
"1717",3,0.58723,13036
"1718",3,0.99661,13045
"1719",9,0.62299,13051
"1720",6,0.92796,13052
"1721",6,0.99757,13055
"1722",4,0.53815,13059
"1723",2,0.56768,13066
"1724",8,0.99833,13071
"1725",7,0.71248,13089
"1726",7,0.74755,13090
"1727",4,0.58974,13106
"1728",10,0.86754,13113
"1729",7,0.80117,13120
"1730",6,0.75856,13121
"1731",6,0.65409,13125
"1732",2,0.72865,13130
"1733",2,0.55305,13139
"1734",4,0.97886,13152
"1735",1,0.29348,13155
"1736",10,0.99871,13163
"1737",12,0.83384,13164
"1738",3,0.38783,13172
"1739",4,0.62374,13173
"1740",7,0.57657,13175
"1741",2,0.93089,13200
"1742",11,0.99901,13204
"1743",2,0.74341,13209
"1744",8,0.69794,13222
"1745",4,0.88617,13223
"1746",11,0.99926,13225
"1747",1,0.76638,13247
"1748",6,0.38997,13254
"1749",2,0.68114,13256
"1750",11,0.95538,13259
"1751",7,0.99906,13271
"1752",4,0.99902,13275
"1753",7,0.52618,13287
"1754",3,0.89961,13302
"1755",6,0.99735,13314
"1756",6,0.39555,13317
"1757",3,0.59962,13330
"1758",4,0.99934,13363
"1759",6,0.35486,13364
"1760",8,0.99586,13365
"1761",4,0.82473,13371
"1762",3,0.99713,13384
"1763",12,0.75019,13386
"1764",4,0.9142,13389
"1765",8,0.84668,13397
"1766",6,0.7561,13404
"1767",11,0.51917,13406
"1768",4,0.49205,13409
"1769",4,0.84178,13422
"1770",12,0.43645,13431
"1771",12,0.99799,13434
"1772",5,0.8852,13436
"1773",9,0.94832,13445
"1774",12,0.99803,13446
"1775",12,0.77862,13447
"1776",8,0.80899,13466
"1777",11,0.74633,13476
"1778",6,0.75406,13486
"1779",5,0.68167,13489
"1780",8,0.70634,13493
"1781",8,0.39428,13501
"1782",1,0.5478,13502
"1783",8,0.99871,13505
"1784",2,0.36962,13506
"1785",8,0.99869,13510
"1786",12,0.95414,13514
"1787",8,0.8486,13516
"1788",6,0.99646,13521
"1789",6,0.99625,13522
"1790",5,0.70666,13526
"1791",6,0.411,13535
"1792",10,0.43237,13537
"1793",7,0.87132,13549
"1794",8,0.7115,13550
"1795",5,0.99753,13551
"1796",6,0.99953,13566
"1797",5,0.99787,13569
"1798",9,0.35575,13573
"1799",2,0.97378,13580
"1800",6,0.98403,13584
"1801",6,0.57811,13586
"1802",6,0.51688,13607
"1803",6,0.99877,13610
"1804",11,0.99939,13619
"1805",4,0.80592,13620
"1806",4,0.99964,13624
"1807",3,0.99887,13633
"1808",4,0.72656,13645
"1809",11,0.75496,13652
"1810",6,0.63114,13657
"1811",10,0.94245,13659
"1812",12,0.99839,13665
"1813",11,0.81173,13676
"1814",11,0.8405,13679
"1815",2,0.83181,13683
"1816",4,0.91701,13691
"1817",11,0.54898,13696
"1818",4,0.47582,13700
"1819",9,0.99634,13707
"1820",6,0.74425,13708
"1821",6,0.79677,13724
"1822",3,0.83415,13725
"1823",4,0.53759,13729
"1824",6,0.46796,13738
"1825",4,0.52233,13739
"1826",8,0.86159,13745
"1827",8,0.99867,13748
"1828",12,0.73854,13766
"1829",12,0.99801,13775
"1830",6,0.76587,13776
"1831",9,0.45057,13778
"1832",2,0.30612,13783
"1833",12,0.62779,13801
"1834",12,0.79538,13805
"1835",8,0.88154,13829
"1836",8,0.61769,13851
"1837",12,0.99909,13860
"1838",11,0.75882,13863
"1839",6,0.36296,13866
"1840",6,0.9925,13867
"1841",4,0.9097,13879
"1842",12,0.66683,13884
"1843",1,0.42477,13885
"1844",6,0.99332,13889
"1845",6,0.56204,13892
"1846",12,0.41943,13903
"1847",6,0.99778,13904
"1848",2,0.64661,13912
"1849",9,0.92469,13919
"1850",10,0.89789,13926
"1851",12,0.99806,13936
"1852",6,0.99586,13943
"1853",6,0.99625,13945
"1854",6,0.52259,13953
"1855",8,0.99332,13963
"1856",3,0.5516,13964
"1857",12,0.71501,13969
"1858",9,0.60728,13973
"1859",11,0.91621,13980
"1860",1,0.43624,13988
"1861",2,0.59674,13990
"1862",3,0.96168,13992
"1863",7,0.93358,14011
"1864",12,0.99856,14020
"1865",7,0.72598,14031
"1866",6,0.99773,14034
"1867",11,0.77947,14036
"1868",6,0.98333,14046
"1869",12,0.99801,14050
"1870",12,0.99842,14066
"1871",12,0.99317,14069
"1872",4,0.56756,14081
"1873",10,0.63301,14087
"1874",11,0.99051,14090
"1875",12,0.84271,14092
"1876",5,0.99898,14103
"1877",9,0.27416,14106
"1878",11,0.34169,14108
"1879",11,0.91147,14110
"1880",6,0.99493,14129
"1881",6,0.99705,14130
"1882",4,0.35424,14139
"1883",12,0.93103,14142
"1884",1,0.57508,14146
"1885",3,0.84498,14154
"1886",9,0.99407,14155
"1887",1,0.48666,14156
"1888",9,0.75105,14165
"1889",4,0.88387,14171
"1890",11,0.84249,14174
"1891",6,0.88442,14191
"1892",10,0.88313,14212
"1893",1,0.83593,14213
"1894",6,0.99574,14222
"1895",3,0.66851,14226
"1896",3,0.29197,14227
"1897",2,0.82495,14228
"1898",12,0.98321,14232
"1899",3,0.45594,14237
"1900",11,0.51352,14238
"1901",4,0.45939,14241
"1902",11,0.99904,14244
"1903",2,0.55781,14247
"1904",12,0.34269,14258
"1905",4,0.62589,14264
"1906",8,0.72188,14271
"1907",11,0.9985,14275
"1908",12,0.33938,14277
"1909",4,0.48382,14282
"1910",3,0.8302,14285
"1911",6,0.48235,14289
"1912",6,0.75866,14308
"1913",8,0.88961,14314
"1914",2,0.82569,14323
"1915",7,0.75854,14336
"1916",7,0.99842,14347
"1917",7,0.52525,14352
"1918",6,0.99718,14355
"1919",6,0.9986,14362
"1920",2,0.48933,14363
"1921",8,0.9973,14365
"1922",8,0.74071,14381
"1923",6,0.7456,14402
"1924",2,0.7228,14407
"1925",7,0.99873,14418
"1926",2,0.37816,14426
"1927",12,0.67881,14427
"1928",6,0.74886,14436
"1929",4,0.99781,14438
"1930",2,0.59798,14439
"1931",12,0.91956,14466
"1932",6,0.92461,14467
"1933",6,0.96062,14470
"1934",6,0.98337,14475
"1935",3,0.34421,14478
"1936",11,0.87468,14481
"1937",6,0.95606,14486
"1938",11,0.99812,14503
"1939",1,0.62952,14522
"1940",12,0.78978,14548
"1941",12,0.86745,14553
"1942",6,0.43584,14557
"1943",9,0.46071,14559
"1944",11,0.88704,14561
"1945",2,0.84363,14562
"1946",12,0.9962,14564
"1947",12,0.99661,14565
"1948",12,0.81408,14568
"1949",2,0.73634,14573
"1950",5,0.49583,14577
"1951",8,0.99929,14583
"1952",8,0.89909,14584
"1953",9,0.23956,14594
"1954",11,0.44433,14606
"1955",12,0.75492,14609
"1956",6,0.9107,14611
"1957",6,0.99235,14622
"1958",11,0.66121,14641
"1959",11,0.99697,14644
"1960",12,0.92629,14647
"1961",8,0.91521,14658
"1962",5,0.72631,14663
"1963",11,0.99733,14672
"1964",4,0.77882,14681
"1965",11,0.99755,14697
"1966",8,0.81821,14703
"1967",5,0.74741,14716
"1968",10,0.99864,14723
"1969",7,0.62674,14726
"1970",9,0.48294,14744
"1971",2,0.44128,14747
"1972",12,0.8839,14750
"1973",11,0.99876,14752
"1974",11,0.99825,14754
"1975",5,0.74102,14756
"1976",5,0.69192,14757
"1977",6,0.57653,14769
"1978",6,0.71664,14770
"1979",11,0.93729,14787
"1980",9,0.50015,14788
"1981",2,0.58042,14817
"1982",10,0.8024,14818
"1983",10,0.63835,14819
"1984",6,0.99759,14823
"1985",4,0.98879,14832
"1986",3,0.71719,14847
"1987",2,0.49358,14854
"1988",4,0.51178,14858
"1989",11,0.99889,14859
"1990",11,0.99753,14861
"1991",1,0.71136,14866
"1992",11,0.81003,14872
"1993",8,0.8379,14875
"1994",2,0.6842,14887
"1995",12,0.49252,14888
"1996",9,0.56199,14903
"1997",9,0.99711,14906
"1998",3,0.47019,14915
"1999",2,0.99516,14961
"2000",9,0.95863,14971
"2001",9,0.4595,14973
"2002",6,0.53365,14976
"2003",4,0.87684,14986
"2004",12,0.90203,14992
"2005",3,0.78979,14995
"2006",10,0.81862,15003
"2007",12,0.64526,15028
"2008",4,0.3763,15030
"2009",1,0.73845,15045
"2010",9,0.46655,15046
"2011",5,0.93104,15048
"2012",4,0.99287,15052
"2013",12,0.99816,15053
"2014",11,0.39651,15054
"2015",9,0.4915,15060
"2016",3,0.76091,15063
"2017",4,0.58188,15072
"2018",4,0.70873,15081
"2019",5,0.997,15082
"2020",11,0.97332,15101
"2021",1,0.54416,15114
"2022",3,0.35498,15123
"2023",1,0.40129,15131
"2024",7,0.99896,15134
"2025",4,0.99611,15143
"2026",10,0.99843,15152
"2027",11,0.99878,15161
"2028",12,0.99819,15166
"2029",9,0.5112,15167
"2030",11,0.78153,15173
"2031",9,0.90234,15176
"2032",6,0.63163,15183
"2033",11,0.49937,15201
"2034",10,0.99928,15217
"2035",4,0.94264,15233
"2036",11,0.99904,15236
"2037",2,0.89186,15237
"2038",11,0.99898,15243
"2039",6,0.99827,15256
"2040",8,0.99851,15261
"2041",5,0.96239,15269
"2042",4,0.77005,15270
"2043",10,0.81636,15289
"2044",2,0.83407,15309
"2045",7,0.88183,15312
"2046",5,0.75712,15313
"2047",4,0.69129,15327
"2048",2,0.72831,15329
"2049",12,0.55046,15332
"2050",4,0.71432,15334
"2051",11,0.5961,15342
"2052",4,0.5262,15348
"2053",11,0.99739,15362
"2054",12,0.99606,15365
"2055",11,0.94179,15377
"2056",3,0.70687,15384
"2057",9,0.99874,15392
"2058",3,0.59754,15401
"2059",4,0.85777,15409
"2060",11,0.62744,15410
"2061",2,0.79929,15417
"2062",6,0.9985,15425
"2063",4,0.87109,15434
"2064",6,0.99682,15437
"2065",9,0.62446,15444
"2066",11,0.99785,15448
"2067",6,0.99778,15452
"2068",9,0.99688,15467
"2069",8,0.92761,15475
"2070",2,0.48457,15497
"2071",4,0.59187,15514
"2072",11,0.69708,15519
"2073",11,0.58041,15538
"2074",2,0.54006,15540
"2075",12,0.66022,15548
"2076",11,0.68808,15556
